time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2020-12-28T05:31:23Z,665,0,0,0,0,0,3996346,2401,849329,624,0,0,0,0,0,459,2,0,0,0,0,0,0,92,7,0,8,1,67,30,8,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,12,14,125,14,0,14,0,0,3,14,0,0,12,1,8192,4,173,2,0,2,27233,10,1006,12,0,0,0,0,0,0,1,3,32430592,3,0,0,0,0,0,0,80,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:32:23Z,665,0,0,0,0,0,4253042,2401,1106025,624,0,0,0,0,0,1340,25,0,0,0,0,0,0,117,7,0,8,1,60,340,307,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,357,11,123,11,0,11,0,0,3,11,0,0,357,1,380928,186,154,2,0,25,445149,196,682,9,0,0,0,0,0,0,2,15,37528064,2,0,0,0,0,0,0,699,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:33:23Z,665,0,0,0,0,0,4252002,2401,1104985,624,0,0,0,0,0,13,0,0,0,0,0,0,0,117,7,0,8,1,60,6,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,0,6,65,6,0,6,0,0,3,6,0,0,0,1,0,0,0,0,0,0,0,0,411,6,0,0,0,0,0,0,0,0,38576640,2,0,0,0,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:34:23Z,665,0,0,0,0,0,4259210,2401,1112193,624,0,0,0,0,0,686,0,0,0,0,0,0,0,117,7,0,8,1,56,100,47,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,47,18,172,18,0,18,0,0,3,18,0,0,47,1,4096,2,154,2,0,0,92160,45,1354,16,0,0,0,0,0,0,1,8,31324720,3,0,0,0,0,0,0,225,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:35:23Z,665,0,0,0,0,0,4258090,2401,1111073,624,0,0,0,0,0,227,0,0,0,0,0,0,0,117,7,0,8,1,56,15,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,1,10,82,10,0,10,0,0,3,10,0,0,1,1,2048,1,96,1,0,0,0,0,699,9,0,0,0,0,0,0,0,0,42859056,4,0,0,0,0,0,0,47,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:36:23Z,665,0,0,0,0,0,4269354,2401,1122337,624,0,0,0,0,0,221,1,0,0,0,0,0,0,118,7,0,8,1,56,16,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,2,9,95,9,0,9,0,0,3,9,0,0,2,1,2048,1,77,1,0,1,7405,2,567,8,0,0,0,0,0,0,0,0,54393392,3,0,0,0,0,0,0,48,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:37:23Z,665,0,0,0,0,0,4269466,2401,1122449,624,0,0,0,0,0,422,0,0,0,0,0,0,0,118,7,0,8,1,55,23,2,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,2,8,74,8,0,8,0,0,3,8,0,0,2,1,4096,2,154,2,0,0,0,0,451,6,0,0,0,0,0,0,1,2,46287528,2,0,0,0,0,0,0,60,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:38:23Z,665,0,0,0,0,0,4270594,2401,1123577,624,0,0,0,0,0,266,0,0,0,0,0,0,0,118,7,0,8,1,55,18,3,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,3,20,162,20,0,20,0,0,3,20,0,0,3,1,4096,2,192,2,0,0,2048,1,1508,18,0,0,0,0,0,0,1,14,24561664,1,0,0,0,0,0,0,64,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:39:23Z,665,0,0,0,0,0,4269578,2401,1122561,624,0,0,0,0,0,10,0,0,0,0,0,0,0,118,7,0,8,1,55,5,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,0,4,40,4,0,4,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,274,4,0,0,0,0,0,0,0,0,25610240,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:40:23Z,665,0,0,0,0,0,4285946,2401,1138929,624,0,0,0,0,0,779,1,0,0,0,0,0,0,119,7,0,8,1,51,35,6,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,8,46,404,46,0,46,0,0,3,46,0,0,8,1,10240,5,461,5,0,1,10874,4,3735,41,0,0,0,0,0,0,1,15,29002432,1,0,0,0,0,0,0,124,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:41:23Z,1130,0,0,0,0,0,4285275,2401,1137793,624,0,0,0,0,0,443,0,0,0,0,0,0,0,119,7,0,8,1,51,24,2,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,2,15,141,15,0,15,0,0,3,15,0,0,2,1,4096,2,192,2,0,0,0,0,1028,13,0,0,0,0,0,0,0,0,52071104,1,0,0,0,0,0,0,71,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:42:23Z,665,0,0,0,0,0,4294738,2401,1147721,624,0,0,0,0,0,291,1,0,0,0,0,0,0,119,7,0,8,1,49,121,51,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,52,63,571,63,0,63,0,0,3,63,0,0,52,1,4096,2,1822,2,0,0,102400,50,8670,61,0,0,0,0,0,0,1,2,30703912,1,0,0,0,0,0,0,330,0,0,0,0,0,1,0,53,0,2,0,100,0,0,0,0,0,0,0,0,0,0,211,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:43:23Z,665,0,0,0,0,0,4294738,2401,1147721,624,0,0,0,0,0,452,0,0,0,0,0,0,0,119,7,0,8,1,49,23,3,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,3,16,153,16,0,16,0,0,3,16,0,0,3,1,6144,3,269,3,0,0,0,0,2580,13,0,0,0,0,0,0,0,0,55869736,1,0,0,0,0,0,0,68,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:44:23Z,665,0,0,0,0,0,4294738,2401,1147721,624,0,0,0,0,0,660,0,0,0,0,0,0,0,119,7,0,8,1,49,45,3,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,3,15,148,15,0,15,0,0,3,15,0,0,3,1,4096,2,173,2,0,0,2048,1,1047,13,0,0,0,0,0,0,1,3,54754616,1,0,0,0,0,0,0,113,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:45:23Z,665,0,0,0,0,0,4307386,2401,1160369,624,0,0,0,0,0,293,1,0,0,0,0,0,0,120,7,0,8,1,48,15,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,3,27,246,27,0,27,0,0,3,27,0,0,3,1,2048,1,96,1,0,1,9704,3,2278,26,0,0,0,0,0,0,1,6,32837256,2,0,0,0,0,0,0,64,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:46:23Z,665,0,0,0,0,0,4308594,2401,1161577,624,0,0,0,0,0,207,0,0,0,0,0,0,0,120,7,0,8,1,47,15,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,1,6,62,6,0,6,0,0,3,6,0,0,1,1,2048,1,77,1,0,0,0,0,334,5,0,0,0,0,0,0,0,0,44371592,2,0,0,0,0,0,0,43,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:47:24Z,665,0,0,0,0,0,4318242,2401,1171225,624,0,0,0,0,0,651,1,0,0,0,0,0,0,121,7,0,8,1,47,35,6,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,8,19,185,19,0,19,0,0,3,19,0,0,8,1,6144,3,269,3,0,1,13698,6,1335,16,0,0,0,0,0,0,1,9,41300624,2,0,0,0,0,0,0,97,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:48:24Z,665,0,0,0,0,0,4321834,2401,1174817,624,0,0,0,0,0,888,0,0,0,0,0,0,0,121,7,0,8,1,46,41,4,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,4,27,273,27,0,27,0,0,3,27,0,0,4,1,8192,4,367,4,0,0,0,0,2007,23,0,0,0,0,0,0,1,4,52022336,1,0,0,0,0,0,0,117,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:49:24Z,665,0,0,0,0,0,4327546,2401,1180529,624,0,0,0,0,0,693,0,0,0,0,0,0,0,121,7,0,8,1,42,33,2,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,2,25,273,25,0,25,0,0,3,25,0,0,2,1,4096,2,192,2,0,0,0,0,2043,23,0,0,0,0,0,0,1,3,52214296,2,0,0,0,0,0,0,97,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:50:24Z,665,0,0,0,0,0,4328754,2401,1181737,624,0,0,0,0,0,665,0,0,0,0,0,0,0,121,7,0,8,1,41,35,5,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,5,20,213,20,0,20,0,0,3,20,0,0,5,1,6144,3,250,3,0,0,4096,2,1395,17,0,0,0,0,0,0,1,3,52161216,2,0,0,0,0,0,0,99,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:51:24Z,665,0,0,0,0,0,4328754,2401,1181737,624,0,0,0,0,0,874,0,0,0,0,0,0,0,121,7,0,8,1,41,41,5,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,5,23,224,23,0,23,0,0,3,23,0,0,5,1,10240,5,461,5,0,0,0,0,1528,18,0,0,0,0,0,0,2,6,29181304,2,0,0,0,0,0,0,113,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:52:24Z,665,0,0,0,0,0,4327706,2401,1180689,624,0,0,0,0,0,435,0,0,0,0,0,0,0,121,7,0,8,1,41,37,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,1,6,58,6,0,6,0,0,3,6,0,0,1,1,2048,1,77,1,0,0,0,0,334,5,0,0,0,0,0,0,0,0,53298552,2,0,0,0,0,0,0,87,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:53:24Z,665,0,0,0,0,0,4332098,2401,1185081,624,0,0,0,0,0,314,0,0,0,0,0,0,0,121,7,0,8,1,41,20,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,1,22,187,22,0,22,0,0,3,22,0,0,1,1,2048,1,96,1,0,0,0,0,1852,21,0,0,0,0,0,0,1,3,35366864,2,0,0,0,0,0,0,68,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:54:24Z,665,0,0,0,0,0,4336938,2401,1189921,624,0,0,0,0,0,440,0,0,0,0,0,0,0,121,7,0,8,1,39,38,7,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,7,31,268,31,0,31,0,0,3,31,0,0,7,1,10240,5,433,5,0,0,4096,2,2354,26,0,0,0,0,0,0,0,0,47949776,1,0,0,0,0,0,0,113,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:55:24Z,665,0,0,0,0,0,4334554,2401,1187537,624,0,0,0,0,0,411,0,0,0,0,0,0,0,121,7,0,8,1,39,22,2,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,2,6,58,6,0,6,0,0,3,6,0,0,2,1,4096,2,154,2,0,0,0,0,257,4,0,0,0,0,0,0,1,3,36658432,2,0,0,0,0,0,0,56,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:56:24Z,1130,0,0,0,0,0,4350507,2401,1203025,624,0,0,0,0,0,1185,0,0,0,0,0,0,0,122,7,0,8,1,37,166,60,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,60,83,819,83,0,83,0,0,3,83,0,0,60,1,18432,9,16092,9,0,0,104448,51,9916,74,0,0,0,0,0,0,2,54,25218336,3,0,0,0,0,0,0,558,0,0,0,1,0,0,0,55,0,2,0,100,0,0,0,0,0,0,0,0,0,0,1090,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:57:24Z,1130,0,0,0,0,0,4353283,2401,1205801,624,0,0,0,0,0,433,0,0,0,0,0,0,0,122,7,0,8,1,35,25,4,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,4,11,109,11,0,11,0,0,3,11,0,0,4,1,8192,4,346,4,0,0,0,0,545,7,0,0,0,0,0,0,0,0,49335584,2,0,0,0,0,0,0,68,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:58:23Z,1130,0,0,0,0,0,4358803,2401,1211321,624,0,0,0,0,0,743,0,0,0,0,0,0,0,122,7,0,8,1,34,69,6,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,6,47,406,47,0,47,0,0,3,47,0,0,6,1,12288,6,557,6,0,0,0,0,3735,41,0,0,0,0,0,0,1,34,47363664,2,0,0,0,0,0,0,193,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T05:59:23Z,1130,0,0,0,0,0,4360155,2401,1212673,624,0,0,0,0,0,472,0,0,0,0,0,0,0,122,7,0,8,1,33,21,2,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,2,21,187,21,0,21,0,0,3,21,0,0,2,1,4096,2,192,2,0,0,0,0,1659,19,0,0,0,0,0,0,1,5,34851512,3,0,0,0,0,0,0,68,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28T06:00:23Z,1130,0,0,0,0,0,4359035,2401,1211553,624,0,0,0,0,0,242,0,0,0,0,0,0,0,122,7,0,8,1,33,29,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4698693,8,4694317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609133243092,3145728,0,0,0,0,6,77,6,0,6,0,0,3,6,0,0,0,1,0,0,0,0,0,0,0,0,411,6,0,0,0,0,0,0,0,0,48483000,2,0,0,0,0,0,0,70,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
